code,close,divi,cap,date
002094.SZ,4.554886457660358,,2527045467.0,20130801
002100.SZ,3.463193172986642,0.4291510954450187,3434198038.04,20130801
002124.SZ,1.1549300404992775,1.694915254237288,1212450000.0,20130801
002141.SZ,1.8686852107380483,,1202279680.0,20130801
002157.SZ,1.7846116131037923,0.8474576271186439,2543233751.2000003,20130801
002166.SZ,4.096318262480175,,1911918297.6,20130801
002216.SZ,8.182117335133524,0.5263157894736843,7640066554.000001,20130801
002234.SZ,10.511963568519816,,3328553884.64,20130801
002286.SZ,5.818226919377238,1.231527093596059,2248769040.0000005,20130801
002299.SZ,8.460842011875956,,9318507000.0,20130801
002304.SZ,28.97665102934549,3.996802557953637,54043200000.0,20130801
002311.SZ,6.218187269831291,1.2006723765308571,9501462449.699999,20130801
002321.SZ,4.944291863066557,,2201386000.0,20130801
002329.SZ,4.657649709501534,1.5117157974300832,2831220000.0,20130801
002330.SZ,5.069840471280207,,2575260000.0,20130801
002385.SZ,4.263131068757381,0.8356376314023515,17266814389.0,20130801
002458.SZ,2.992807054874381,,2574936000.0,20130801
002461.SZ,3.8575553288348696,0.12062726176115805,5638541056.719999,20130801
002481.SZ,3.802760408691868,0.10277492291880781,4203360000.0,20130801
002495.SZ,1.4788595901957908,1.9870455445039206,1424748420.0,20130801
002507.SZ,5.39401558106105,1.2102351313969573,4482600000.0,20130801
002511.SZ,2.7891547878083056,0.8718395815170008,3578640000.0,20130801
002515.SZ,2.3523147176033117,0.7616146230007617,1881857250.0,20130801
002548.SZ,3.76565368669114,2.5951557093425603,1629960000.0,20130801
002557.SZ,8.714144523912912,4.416403785488959,5357300000.0,20130801
002562.SZ,2.6904866258693483,,1931270000.0000002,20130801
002567.SZ,4.040483133848144,1.7235732045566028,2882384100.0000005,20130801
002568.SZ,3.7958661020941116,1.841620626151013,2606400000.0,20130801
002570.SZ,18.936046080947985,2.736797092153089,19926358500.0,20130801
002582.SZ,6.4558159758797915,0.6868131868131868,2149056000.0,20130801
002597.SZ,4.192266027419833,1.5508684863523574,2754585600.0,20130801
002626.SZ,2.8720521913930925,2.710027100271003,1992600000.0,20130801
002646.SZ,20.68924929324081,1.1301989150090417,9954000000.0,20130801
002650.SZ,3.110418480131639,2.976190476190476,3870720000.0,20130801
002661.SZ,8.853985418831277,1.6469038208168645,2522308800.0,20130801
002688.SZ,3.614286621597429,2.4096385542168677,2260090000.0,20130801
002695.SZ,5.253912304237483,1.0194834617127324,2733954840.54,20130801
002696.SZ,4.918350403617968,1.7064846416382258,1547039999.9999998,20130801
002702.SZ,3.508632565290239,1.1336032388663968,1746290000.0,20130801
002714.SZ,,,,20130801
002719.SZ,,,,20130801
002726.SZ,,,,20130801
002732.SZ,,,,20130801
002746.SZ,,,,20130801
002772.SZ,,,,20130801
002820.SZ,,,,20130801
002840.SZ,,,,20130801
002847.SZ,,,,20130801
002852.SZ,,,,20130801
002868.SZ,,,,20130801
002891.SZ,,,,20130801
002910.SZ,,,,20130801
002919.SZ,,,,20130801
002946.SZ,,,,20130801
002956.SZ,,,,20130801
002982.SZ,,,,20130801
002991.SZ,,,,20130801
003000.SZ,,,,20130801
003006.SZ,,,,20130801
003030.SZ,,,,20130801
300087.SZ,1.5292297035749822,,976800000.0,20130801
300094.SZ,2.622695789538381,,2062720000.0,20130801
300106.SZ,9.397095597615454,0.17556179775280897,1666080000.0,20130801
300119.SZ,10.572846952857487,1.0579076202639421,4555802815.2,20130801
300132.SZ,3.5360449328441352,1.2824897400820794,1410537600.0,20130801
300138.SZ,3.4819914992918717,1.1668611435239207,1538922373.0400002,20130801
300146.SZ,11.758896079076408,0.7029876977152899,18667752000.0,20130801
300175.SZ,3.6259186396301164,0.2724795640326975,1727836000.0,20130801
300189.SZ,2.275889864551373,0.5470459518599562,2339840000.0,20130801
300268.SZ,5.65,,757100000.0,20130801
300313.SZ,6.03139063106559,0.825082508250825,1101829200.0,20130801
300381.SZ,,,,20130801
300498.SZ,,,,20130801
300505.SZ,,,,20130801
300511.SZ,,,,20130801
300673.SZ,,,,20130801
300740.SZ,,,,20130801
300741.SZ,,,,20130801
300761.SZ,,,,20130801
300765.SZ,,,,20130801
300783.SZ,,,,20130801
300791.SZ,,,,20130801
300829.SZ,,,,20130801
300856.SZ,,,,20130801
300858.SZ,,,,20130801
300871.SZ,,,,20130801
300892.SZ,,,,20130801
300898.SZ,,,,20130801
300908.SZ,,,,20130801
300915.SZ,,,,20130801
300957.SZ,,,,20130801
300967.SZ,,,,20130801
300970.SZ,,,,20130801
300972.SZ,,,,20130801
300973.SZ,,,,20130801
300997.SZ,,,,20130801
300999.SZ,,,,20130801
301009.SZ,,,,20130801
301059.SZ,,,,20130801
301108.SZ,,,,20130801
301116.SZ,,,,20130801
301156.SZ,,,,20130801
301206.SZ,,,,20130801
301335.SZ,,,,20130801
600059.SH,10.03602149974405,0.88261253309797,7192922592.79,20130801
600073.SH,6.40817091380592,0.9196006302479687,5693327175.72,20130801
600084.SH,4.04,,3272073971.9999995,20130801
600097.SH,9.940945755982193,1.8099547511312222,2238706806.0499997,20130801
600108.SH,6.814850905904964,0.3644314868804664,13355837730.060001,20130801
600127.SH,4.22,,2297619583.74,20130801
600132.SH,13.79675931511307,1.2445550715619165,7777417151.860001,20130801
600186.SH,2.2969767902661955,,2644440534.3900003,20130801
600189.SH,5.898957985747429,1.2642225031605563,2456055000.0,20130801
600191.SH,5.751753214293403,0.17123287671232876,2832002880.0,20130801
600195.SH,4.712739013617084,1.631321370309951,4781400000.0,20130801
600197.SH,8.3073465695712,2.0,4410000000.0,20130801
600199.SH,12.338519469077927,2.4622716441620334,6997207275.18,20130801
600201.SH,5.499039727769529,0.7230004518752825,6214434400.9,20130801
600238.SH,7.334136569660442,1.342281879194631,3339090000.0,20130801
600249.SH,5.5,0.9090909090909091,2475000000.0,20130801
600251.SH,10.324831297495022,0.9695290858725761,7843086000.0,20130801
600257.SH,6.181182820837945,0.16129032258064516,2647710000.0,20130801
600298.SH,5.85194824692655,0.9404388714733545,5257636413.15,20130801
600299.SH,4.238939352423887,,2488087985.6,20130801
600300.SH,4.031508072637105,1.3921113689095128,7206319999.999999,20130801
600305.SH,3.8659670017862457,,3500439500.0,20130801
600313.SH,2.7437819279514306,,2559992118.5599995,20130801
600315.SH,45.03661086355109,0.9409756463146821,33353183265.600002,20130801
600354.SH,5.35,,2395741128.0,20130801
600359.SH,4.9,,1572900000.0,20130801
600371.SH,5.485676726398656,1.9723865877712035,1728869999.9999998,20130801
600381.SH,16.749999470165413,,3331838411.2000003,20130801
600419.SH,6.414012354656491,,1229654400.0,20130801
600429.SH,6.01074440788708,,5460450000.0,20130801
600439.SH,2.5652609015149204,2.4096385542168677,3131826384.0,20130801
600467.SH,2.5115468443943314,1.7307692307692306,3798585190.4000006,20130801
600519.SH,123.30816258831118,3.734365000872651,178452760200.0,20130801
600530.SH,2.885006392117519,1.9736842105263157,2371200000.0,20130801
600540.SH,3.9670199648777573,,1561975725.8400002,20130801
600543.SH,7.426404427227987,0.44235924932975884,2395555200.0,20130801
600559.SH,5.546105927343847,1.8545994065281897,3774400000.0,20130801
600573.SH,5.273403450202321,,1357500000.0,20130801
600597.SH,16.36188491909978,0.9917355371900826,22226447510.85,20130801
600598.SH,5.810509623043269,,12817072143.89,20130801
600600.SH,37.77819540773189,0.9626955475330927,28915210786.349995,20130801
600616.SH,5.361893990165022,1.3679890560875514,3206688606.52,20130801
600702.SH,17.725749970780804,1.825221238938053,6098383999.999999,20130801
600735.SH,5.095895881733613,,1993062344.7,20130801
600737.SH,4.39519775647685,,9807968020.900002,20130801
600779.SH,12.613195163448179,1.6690856313497822,6732159718.44,20130801
600784.SH,5.216281380864169,0.5607476635514018,2656883541.1,20130801
600809.SH,14.365670553865694,3.6281179138321997,19091954265.3,20130801
600866.SH,3.63,,1997928277.95,20130801
600872.SH,7.369641336239793,0.6337135614702155,6285467460.66,20130801
600873.SH,2.8610408065528827,4.498347286917797,12930222668.48,20130801
600882.SH,7.2968991403002,,3165957696.85,20130801
600887.SH,9.404059339020844,0.7251644594830319,72237439817.92,20130801
600962.SH,6.04,0.8278145695364238,1583748400.0,20130801
600965.SH,3.6503266373560788,0.5714285714285714,1466866994.25,20130801
600975.SH,2.541373195328441,0.9345794392523366,1253826674.0999997,20130801
601118.SH,4.230958895002071,1.1709601873536302,16786102731.999996,20130801
601579.SH,,,,20130801
601952.SH,,,,20130801
603020.SH,,,,20130801
603027.SH,,,,20130801
603043.SH,,,,20130801
603057.SH,,,,20130801
603059.SH,,,,20130801
603079.SH,,,,20130801
603102.SH,,,,20130801
603151.SH,,,,20130801
603156.SH,,,,20130801
603170.SH,,,,20130801
603182.SH,,,,20130801
603198.SH,,,,20130801
603235.SH,,,,20130801
603237.SH,,,,20130801
603288.SH,,,,20130801
603317.SH,,,,20130801
603336.SH,,,,20130801
603345.SH,,,,20130801
603363.SH,,,,20130801
603369.SH,,,,20130801
603477.SH,,,,20130801
603517.SH,,,,20130801
603536.SH,,,,20130801
603566.SH,,,,20130801
603589.SH,,,,20130801
603605.SH,,,,20130801
603609.SH,,,,20130801
603630.SH,,,,20130801
603668.SH,,,,20130801
603696.SH,,,,20130801
603697.SH,,,,20130801
603711.SH,,,,20130801
603718.SH,,,,20130801
603719.SH,,,,20130801
603739.SH,,,,20130801
603755.SH,,,,20130801
603777.SH,,,,20130801
603779.SH,,,,20130801
603866.SH,,,,20130801
603886.SH,,,,20130801
603919.SH,,,,20130801
603968.SH,,,,20130801
603983.SH,,,,20130801
605009.SH,,,,20130801
605016.SH,,,,20130801
605077.SH,,,,20130801
605089.SH,,,,20130801
605179.SH,,,,20130801
605198.SH,,,,20130801
605296.SH,,,,20130801
605300.SH,,,,20130801
605337.SH,,,,20130801
605338.SH,,,,20130801
605339.SH,,,,20130801
605388.SH,,,,20130801
605499.SH,,,,20130801
605567.SH,,,,20130801
688089.SH,,,,20130801
688098.SH,,,,20130801
688363.SH,,,,20130801
688526.SH,,,,20130801
000505.SZ,3.43,,1370639379.6725001,20130901
000523.SZ,6.681620415130992,0.24509803921568626,3632534878.0799994,20130901
000568.SZ,18.139549332917426,7.964601769911504,31685346357.600002,20130901
000596.SZ,19.971898096438476,2.2914757103574703,9934160264.0,20130901
000639.SZ,3.711787639207592,1.6318537859007831,2885105816.88,20130901
000702.SZ,4.13,,1101200798.88,20130901
000716.SZ,5.808384681020688,,2969220000.0,20130901
000729.SZ,5.85148939220833,1.607185947210225,17265245236.350002,20130901
000735.SZ,5.691113543764303,,5069560320.0,20130901
000752.SZ,12.185667569746233,0.08116883116883117,3249504609.12,20130901
000798.SZ,7.053461674114434,0.8415147265077139,2277714150.0,20130901
000799.SZ,16.124398089730967,1.199760047990402,5416566096.6,20130901
000833.SZ,6.186612194484692,,1894834431.9999998,20130901
000848.SZ,6.823854094308502,1.303780964797914,9237632152.32,20130901
000858.SZ,16.21866693618531,4.130098089829634,73527875366.4,20130901
000860.SZ,9.289864740094801,0.20000000000000004,5481750000.0,20130901
000869.SZ,27.30899531888598,3.5155001597954607,18914615662.9248,20130901
000876.SZ,4.536801496113629,1.1278195488721803,18488804650.4,20130901
000895.SZ,15.290613453505443,1.8253109789075177,81377391007.04,20130901
000911.SZ,6.25,,1791500000.0,20130901
000929.SZ,8.425395377956828,,1579011000.0,20130901
000930.SZ,3.8668258073899344,0.49504950495049505,3896220904.6,20130901
000972.SZ,3.81,,2938590435.9900002,20130901
000995.SZ,8.36,,1483130880.0,20130901
000998.SZ,10.505568116372931,0.6846188954815152,9110178000.0,20130901
001201.SZ,,,,20130901
001206.SZ,,,,20130901
001215.SZ,,,,20130901
001218.SZ,,,,20130901
001219.SZ,,,,20130901
001222.SZ,,,,20130901
001313.SZ,,,,20130901
001318.SZ,,,,20130901
001338.SZ,,,,20130901
002041.SZ,9.883400790202744,0.39370078740157477,8940800000.0,20130901
002069.SZ,12.377450281522187,2.4000000000000004,8888902424.999998,20130901
002086.SZ,4.35982618762742,,2133687500.0,20130901
002094.SZ,4.978461886207119,,2762044599.6,20130901
002100.SZ,3.572649341538685,0.416003083942414,3542737799.04,20130901
002124.SZ,1.3506808948211888,1.4492753623188406,1417950000.0,20130901
002141.SZ,1.9534969449621653,,1256846080.0,20130901
002157.SZ,1.9207260581710304,0.7874015748031495,2737209206.7999997,20130901
002166.SZ,3.940902393442986,,1839379392.0,20130901
002216.SZ,8.74194641595845,0.49261083743842365,8162807949.800001,20130901
002234.SZ,10.483346607806968,,3319492485.68,20130901
002286.SZ,6.052293519582069,1.1838989739542225,2339236760.0000005,20130901
002299.SZ,8.593171896714681,,9464251000.0,20130901
002304.SZ,28.536558008116423,4.058441558441558,53222400000.0,20130901
002311.SZ,6.85877055777437,1.0885341074020318,10480281162.0,20130901
002321.SZ,5.097306698287185,,2269514000.0,20130901
002329.SZ,4.4816236433828065,1.5710919088766693,2724220000.0,20130901
002330.SZ,5.4157360200030285,,2750960000.0,20130901
002385.SZ,4.5605588177404535,0.7811395250065459,18471475858.0,20130901
002458.SZ,3.165782817042693,,2723760000.0,20130901
002461.SZ,4.313575138516193,0.10787486515641857,6305099589.36,20130901
002481.SZ,4.490618406564189,0.08703220191470844,4963680000.0,20130901
002495.SZ,1.636995071127618,1.7950948121189265,1577097756.0,20130901
002507.SZ,5.518980672323529,1.1828320378506252,4586450000.0,20130901
002511.SZ,2.9982806045053536,0.8110300081103,3846960000.0,20130901
002515.SZ,2.2609452959751555,0.7923930269413629,1808761500.0,20130901
002548.SZ,3.7167913983690233,2.6292725679228743,1608810000.0,20130901
002557.SZ,9.456358726265117,4.069767441860465,5813600000.0,20130901
002562.SZ,2.550759696128067,,1830972000.0,20130901
002567.SZ,4.217438599564122,1.6512554477220598,3008619900.0000005,20130901
002568.SZ,3.751592648478527,1.8633540372670807,2576000000.0,20130901
002570.SZ,20.50898897221339,2.5268976409041546,21581562750.000004,20130901
002582.SZ,6.039025658755683,0.7342143906020557,2010312000.0,20130901
002597.SZ,4.095066311058284,1.587679606255458,2690719200.0,20130901
002626.SZ,3.466180422494283,2.245508982035928,2404800000.0,20130901
002646.SZ,19.72587104857363,1.1853959222380275,9490500000.0,20130901
002650.SZ,3.0178465015562925,3.067484662576687,3755520000.0,20130901
002661.SZ,8.51569085078634,1.7123287671232876,2425936000.0,20130901
002688.SZ,3.548097276238055,2.454590083456063,2218700400.0,20130901
002695.SZ,5.196778686067251,1.0306917086578107,2704224475.2599998,20130901
002696.SZ,5.055437530908799,1.6602102933038185,1590160000.0,20130901
002702.SZ,3.6592054608047193,1.0869565217391304,1821232000.0,20130901
002714.SZ,,,,20130901
002719.SZ,,,,20130901
002726.SZ,,,,20130901
002732.SZ,,,,20130901
002746.SZ,,,,20130901
002772.SZ,,,,20130901
002820.SZ,,,,20130901
002840.SZ,,,,20130901
002847.SZ,,,,20130901
002852.SZ,,,,20130901
002868.SZ,,,,20130901
002891.SZ,,,,20130901
002910.SZ,,,,20130901
002919.SZ,,,,20130901
002946.SZ,,,,20130901
002956.SZ,,,,20130901
002982.SZ,,,,20130901
002991.SZ,,,,20130901
003000.SZ,,,,20130901
003006.SZ,,,,20130901
003030.SZ,,,,20130901
300087.SZ,1.5474151378877659,,988415999.9999999,20130901
300094.SZ,2.7524879019899395,,2164800000.0,20130901
300106.SZ,11.251438197987605,0.1466275659824047,1994850000.0,20130901
300119.SZ,9.681649125413562,1.1552882380288236,4171788784.8,20130901
300132.SZ,3.7343730344126844,1.2143782383419688,1489651200.0,20130901
300138.SZ,3.372290483561556,1.2048192771084336,1490438237.6000004,20130901
300146.SZ,12.583465417486158,0.6569223189357858,19976791200.0,20130901
300175.SZ,4.189072215812451,0.2358490566037736,1996192000.0,20130901
300189.SZ,2.1737985248942544,0.572737686139748,2234880000.0,20130901
300268.SZ,5.65,,757100000.0,20130901
300313.SZ,6.6633927846508465,0.7468259895444361,1217284900.0,20130901
300381.SZ,,,,20130901
300498.SZ,,,,20130901
300505.SZ,,,,20130901
300511.SZ,,,,20130901
300673.SZ,,,,20130901
300740.SZ,,,,20130901
300741.SZ,,,,20130901
300761.SZ,,,,20130901
300765.SZ,,,,20130901
300783.SZ,,,,20130901
300791.SZ,,,,20130901
300829.SZ,,,,20130901
300856.SZ,,,,20130901
300858.SZ,,,,20130901
300871.SZ,,,,20130901
300892.SZ,,,,20130901
300898.SZ,,,,20130901
300908.SZ,,,,20130901
300915.SZ,,,,20130901
300957.SZ,,,,20130901
300967.SZ,,,,20130901
300970.SZ,,,,20130901
300972.SZ,,,,20130901
300973.SZ,,,,20130901
300997.SZ,,,,20130901
300999.SZ,,,,20130901
301009.SZ,,,,20130901
301059.SZ,,,,20130901
301108.SZ,,,,20130901
301116.SZ,,,,20130901
301156.SZ,,,,20130901
301206.SZ,,,,20130901
301335.SZ,,,,20130901
600059.SH,10.071453173176508,0.8795074758135445,7218316847.309999,20130901
600073.SH,7.241603547104378,0.8137642405774864,6433788802.62,20130901
600084.SH,4.35,,3523148954.999999,20130901
600097.SH,10.705633891057746,1.6806722689075633,2410915021.8999996,20130901
600108.SH,7.212218305666186,0.34435261707988984,14134603778.46,20130901
600127.SH,4.38,,2384733122.46,20130901
600132.SH,14.183102917589789,1.2106537530266344,7995204190.96,20130901
600186.SH,2.6751938521172556,,3079870501.9,20130901
600189.SH,4.99658893862298,1.4925373134328357,2080350000.0,20130901
600191.SH,6.066917773980713,0.16233766233766234,2987181120.0,20130901
600195.SH,4.92800278585408,1.5600624024960998,4999800000.0,20130901
600197.SH,9.447079920737439,1.9766397124887696,4908330000.0,20130901
600199.SH,12.475723021553774,2.4351924587588374,7075015775.46,20130901
600201.SH,5.648132535571686,0.7039155301363835,6382923358.900001,20130901
600238.SH,7.5211816633833255,1.3089005235602094,3424248000.0,20130901
600249.SH,5.61,0.8912655971479502,2524500000.0,20130901
600251.SH,7.827042008535009,1.2789281364190008,5945682000.000001,20130901
600257.SH,6.829210052054825,0.145985401459854,2925292500.0,20130901
600298.SH,5.95100943982123,0.9247842170160299,5346637154.94,20130901
600299.SH,4.292371361067886,,2519450439.2000003,20130901
600300.SH,4.340185024834377,1.2931034482758623,7758079999.999999,20130901
600305.SH,4.076608138825089,,3691164500.0,20130901
600313.SH,2.8303862355768707,,2640795313.12,20130901
600315.SH,50.63894733589203,0.8368727282985159,37502157877.47,20130901
600354.SH,5.72,,2561427897.6,20130901
600359.SH,6.41,,2057610000.0,20130901
600371.SH,5.881684158718559,1.839587932303164,1853676000.0,20130901
600381.SH,16.749999470165413,,3331838411.2000003,20130901
600419.SH,7.476045691085923,,1433260800.0,20130901
600429.SH,7.15054521132758,,6495900000.0,20130901
600439.SH,3.0365889587209756,2.035623409669211,3707252316.0,20130901
600467.SH,3.052495395494649,1.424050632911392,4616742000.640001,20130901
600519.SH,121.07715214180675,3.803175731721768,175224020400.0,20130901
600530.SH,3.367106144484526,1.6910935738444197,2767439999.9999995,20130901
600540.SH,4.336045077889641,,1707275793.36,20130901
600543.SH,7.804693124593488,0.4209183673469389,2517580800.0,20130901
600559.SH,5.387704534018374,1.9091256204658267,3666600000.0,20130901
600573.SH,5.720137444142113,,1472500000.0,20130901
600597.SH,15.226018528021779,1.0657193605683835,20683454460.510002,20130901
600598.SH,6.003924645169536,,13243715322.050001,20130901
600600.SH,36.50528388978184,0.9962640099626401,27940931722.549995,20130901
600616.SH,5.926689937145469,1.2376237623762376,3544465655.36,20130901
600702.SH,16.166903596138024,2.0012128562765312,5562076999.999999,20130901
600735.SH,5.60228050394362,,2191115080.84,20130901
600737.SH,4.882531398931395,,10895462383.050001,20130901
600779.SH,11.386658043054815,1.848874598070739,6077508483.12,20130901
600784.SH,5.733034489622676,0.5102040816326531,2920088826.48,20130901
600809.SH,14.580666983923546,3.5746201966041107,19377684193.079998,20130901
600866.SH,4.16,,2289636814.4,20130901
600872.SH,7.808644052086777,0.598086124401914,6659886941.839999,20130901
600873.SH,3.2530584170661383,3.9562631529763284,14701911832.19,20130901
600882.SH,7.572948288104748,,3285729110.3500004,20130901
600887.SH,9.295019058223374,0.7336713959175967,71399845068.90001,20130901
600962.SH,6.08,0.8223684210526317,1594236800.0,20130901
600965.SH,4.0605538213637145,0.5136986301369862,1631714904.08,20130901
600975.SH,2.688630333749342,0.88339222614841,1326478313.1599998,20130901
601118.SH,4.676844492836013,1.0593220338983054,18555129951.999996,20130901
601579.SH,,,,20130901
601952.SH,,,,20130901
603020.SH,,,,20130901
603027.SH,,,,20130901
603043.SH,,,,20130901
603057.SH,,,,20130901
603059.SH,,,,20130901
603079.SH,,,,20130901
603102.SH,,,,20130901
603151.SH,,,,20130901
603156.SH,,,,20130901
603170.SH,,,,20130901
603182.SH,,,,20130901
603198.SH,,,,20130901
603235.SH,,,,20130901
603237.SH,,,,20130901
603288.SH,,,,20130901
603317.SH,,,,20130901
603336.SH,,,,20130901
603345.SH,,,,20130901
603363.SH,,,,20130901
603369.SH,,,,20130901
603477.SH,,,,20130901
603517.SH,,,,20130901
603536.SH,,,,20130901
603566.SH,,,,20130901
603589.SH,,,,20130901
603605.SH,,,,20130901
603609.SH,,,,20130901
603630.SH,,,,20130901
603668.SH,,,,20130901
603696.SH,,,,20130901
603697.SH,,,,20130901
603711.SH,,,,20130901
603718.SH,,,,20130901
603719.SH,,,,20130901
603739.SH,,,,20130901
603755.SH,,,,20130901
603777.SH,,,,20130901
603779.SH,,,,20130901
603866.SH,,,,20130901
603886.SH,,,,20130901
603919.SH,,,,20130901
603968.SH,,,,20130901
603983.SH,,,,20130901
605009.SH,,,,20130901
605016.SH,,,,20130901
605077.SH,,,,20130901
605089.SH,,,,20130901
605179.SH,,,,20130901
605198.SH,,,,20130901
605296.SH,,,,20130901
605300.SH,,,,20130901
605337.SH,,,,20130901
605338.SH,,,,20130901
605339.SH,,,,20130901
605388.SH,,,,20130901
605499.SH,,,,20130901
605567.SH,,,,20130901
688089.SH,,,,20130901
688098.SH,,,,20130901
688363.SH,,,,20130901
688526.SH,,,,20130901
000505.SZ,3.55,,1420289096.78,20131001
000523.SZ,6.435972605751177,0.25445292620865134,3498985801.68,20131001
000568.SZ,16.9355969435645,8.530805687203792,29582336643.600002,20131001
000596.SZ,16.621891357989124,2.753303964757709,8346721244.0,20131001
000639.SZ,3.5639945282469765,1.6995241332426918,2770228888.1400003,20131001
000702.SZ,4.39,,1170525788.64,20131001
000716.SZ,5.259788281984766,,2688780000.0,20131001
000729.SZ,6.1178986653495215,1.5371986258066899,18051316891.1,20131001
000735.SZ,7.894443960881385,,7032254680.0,20131001
000752.SZ,11.671337445049152,0.0847457627118644,3112350193.8,20131001
000798.SZ,6.816037999249432,0.8708272859216255,2201044950.0,20131001
000799.SZ,15.79552614308978,1.2247397428046543,5306090243.4,20131001
000833.SZ,6.573275456639985,,2013261583.9999995,20131001
000848.SZ,8.60321630925205,1.0341261633919339,11646401944.32,20131001
000858.SZ,15.071554199862447,4.444444444444445,68327400959.99999,20131001
000860.SZ,9.7209144640352,0.19113149847094804,5736103200.0,20131001
000869.SZ,27.66683130740446,3.470031545741324,19243820904.06048,20131001
000876.SZ,4.937609147086073,1.0362694300518136,20122214083.8,20131001
000895.SZ,19.206300565584858,1.4531754574811626,102216868909.6,20131001
000911.SZ,6.59,,1888957600.0,20131001
000929.SZ,7.662153679012504,,1435971180.0,20131001
000930.SZ,3.8955398604151075,0.4914004914004914,3925153238.05,20131001
000972.SZ,3.79,,2923164764.41,20131001
000995.SZ,8.23,,1460067840.0,20131001
000998.SZ,11.028209341696824,0.6521739130434783,9563400000.0,20131001
001201.SZ,,,,20131001
001206.SZ,,,,20131001
001215.SZ,,,,20131001
001218.SZ,,,,20131001
001219.SZ,,,,20131001
001222.SZ,,,,20131001
001313.SZ,,,,20131001
001318.SZ,,,,20131001
001338.SZ,,,,20131001
002041.SZ,10.50597721793205,0.3703703703703704,9504000000.0,20131001
002069.SZ,12.466567923549146,2.3828435266084194,8952902522.46,20131001
002086.SZ,4.285086310125236,,2097110000.0,20131001
002094.SZ,4.653527310883576,,2581771292.4,20131001
002100.SZ,3.6558360296382375,0.406537145505401,3625228017.3999996,20131001
002124.SZ,1.3506808948211888,1.4492753623188406,1417950000.0,20131001
002141.SZ,2.089195719720753,,1344152320.0,20131001
002157.SZ,1.9418994162926009,0.778816199376947,2767383166.56,20131001
002166.SZ,4.337767916162949,,2024612668.8000002,20131001
002216.SZ,10.533399474598212,0.4088307440719542,9835580416.360003,20131001
002234.SZ,8.985725663834543,,2845279273.44,20131001
002286.SZ,7.662098504664276,0.9351620947630923,2961433120.0000005,20131001
002299.SZ,8.02249926834768,,8835730000.0,20131001
002304.SZ,25.137418488886645,4.6072333563695,46882800000.0,20131001
002311.SZ,8.088172827564115,0.923076923076923,12358822125.0,20131001
002321.SZ,6.082339700019982,,2708088000.0,20131001
002329.SZ,4.671731794791032,1.5071590052750565,2839780000.0,20131001
002330.SZ,5.465149669820574,,2776060000.0,20131001
002385.SZ,5.095928765909985,0.6990742830797881,20639866502.2,20131001
002458.SZ,3.00586182937765,,2586168000.0000005,20131001
002461.SZ,4.18328376432153,0.11123470522803117,6114654294.32,20131001
002481.SZ,4.6899408945840095,0.08333333333333334,5184000000.0,20131001
002495.SZ,1.683850028440752,1.745144347781704,1622238300.0,20131001
002507.SZ,7.456872162199889,0.8754377188594299,6196899999.999999,20131001
002511.SZ,3.1757943791435457,0.7656967840735069,4074720000.0,20131001
002515.SZ,2.4401010246578143,0.7342143906020557,1952086500.0,20131001
002548.SZ,3.9024680939930674,2.5041736227045077,1689180000.0,20131001
002557.SZ,12.271274812223105,3.136200716845878,7544160000.0,20131001
002562.SZ,2.6696762320780936,,1916332000.0,20131001
